article_id	key	status	count	channel_uid	updated_at	local_path	detail
0eecf7b4-8c89-497e-b1d9-d9e7640fc054	[57]b	dup_remote	0	73c03e1a-f333-11f0-808a-438f0af4b9e9	2026-08-14T15:47:02Z	vol_3/chinese/[1]缘起篇 - 部分（甲）/[1]缘起分别巴利圣典/[57]b 缘起法第三种方法的诸解释.md	远端有多篇文章共用 key [57]b：NGP-Vol3-[57]b ပဋိစ္စသမုပ္ပါဒ် တတိယနည်း အဖွင့်များ
f64aa8ee-4485-41f1-9d6a-7cd67ef84e77	[57]b	dup_remote	0	73c03e1a-f333-11f0-808a-438f0af4b9e9	2026-08-14T15:47:02Z	vol_3/chinese/[1]缘起篇 - 部分（甲）/[1]缘起分别巴利圣典/[57]b 缘起法第三种方法的诸解释.md	远端有多篇文章共用 key [57]b：NGP-Vol3-[57]b ပဋိစ္စသမုပ္ပါဒ် တတိယနည်း အဖွင့်များ
68e670b3-b8f3-4a55-9a19-d3073c117331	[1]	done	1	73c03e1a-f333-11f0-808a-438f0af4b9e9	2026-08-14T15:47:05Z	vol_3/chinese/[1]缘起篇 - 部分（甲）/[1]缘起法篇 - 部分（甲）.md	
1ac6a221-a136-4da8-a6f4-78aa1930b05f	[1a]	done	32	73c03e1a-f333-11f0-808a-438f0af4b9e9	2026-08-14T15:47:11Z	vol_3/chinese/[1]缘起篇 - 部分（甲）/[1]缘起分别巴利圣典/[1a]缘起分别巴利圣典 - 经分别法.md	
6974437d-83f0-41bc-bd63-d76fce5456fa	[3]	done	428	73c03e1a-f333-11f0-808a-438f0af4b9e9	2026-08-14T15:49:51Z	vol_3/chinese/[1]缘起篇 - 部分（甲）/[1]缘起分别巴利圣典/[3]应熟记的巴利圣典之义.md	
8ba3cf2b-0c98-4637-b579-0c658e34a64e	[13]	done	12	73c03e1a-f333-11f0-808a-438f0af4b9e9	2026-08-14T15:49:55Z	vol_3/chinese/[1]缘起篇 - 部分（甲）/[1]缘起分别巴利圣典/[13] 缘起法门.md	
cae2a3f0-82e7-4faf-87b7-a8c53c751b20	[14]	done	24	73c03e1a-f333-11f0-808a-438f0af4b9e9	2026-08-14T15:50:02Z	vol_3/chinese/[1]缘起篇 - 部分（甲）/[1]缘起分别巴利圣典/[14]相 - 作用 - 现起.md	
39790f3c-b8a0-44f2-9021-d16bb3a1762a	[21]	build_error	0	73c03e1a-f333-11f0-808a-438f0af4b9e9	2026-08-14T15:50:06Z	vol_3/chinese/[1]缘起篇 - 部分（甲）/[1]缘起分别巴利圣典/[21] 第二种解释.md	分段行数不一致（远端 19 段 / 本地 19 段；第一处不同在第 4 段：远端 1 行、本地 2 行）
27ea6477-93bd-415b-960c-70887a06cc8c	[24]	build_error	0	73c03e1a-f333-11f0-808a-438f0af4b9e9	2026-08-14T15:50:09Z	vol_3/chinese/[1]缘起篇 - 部分（甲）/[1]缘起分别巴利圣典/[24] 第三种解释.md	分段行数不一致（远端 10 段 / 本地 12 段；第一处不同在第 7 段：远端 3 行、本地 1 行）
3fb23e18-689c-488e-bf68-6e0378381bcc	[25]	build_error	0	73c03e1a-f333-11f0-808a-438f0af4b9e9	2026-08-14T15:50:13Z	vol_3/chinese/[1]缘起篇 - 部分（甲）/[1]缘起分别巴利圣典/[25] 色聚 名聚.md	分段行数不一致（远端 15 段 / 本地 21 段；第一处不同在第 3 段：远端 2 行、本地 1 行）
9f2cf594-be51-4272-a414-626cc7824dcd	[27]b	build_error	0	73c03e1a-f333-11f0-808a-438f0af4b9e9	2026-08-14T15:50:16Z	vol_3/chinese/[1]缘起篇 - 部分（甲）/[1]缘起分别巴利圣典/[27]b (甲) 缘 - 词.md	分段行数不一致（远端 12 段 / 本地 15 段；第一处不同在第 6 段：远端 4 行、本地 1 行）
9a8e5e9f-a82a-41de-b355-55a8007b6f3e	[29]	build_error	0	73c03e1a-f333-11f0-808a-438f0af4b9e9	2026-08-14T15:50:19Z	vol_3/chinese/[1]缘起篇 - 部分（甲）/[1]缘起分别巴利圣典/[29] (乙) 集起 - 词.md	分段行数不一致（远端 12 段 / 本地 17 段；第一处不同在第 3 段：远端 3 行、本地 1 行）
91598045-5373-4cdf-acc2-59248899a7c5	[38]	done	41	73c03e1a-f333-11f0-808a-438f0af4b9e9	2026-08-14T15:50:26Z	vol_3/chinese/[1]缘起篇 - 部分（甲）/[1]缘起分别巴利圣典/[38] 教导的区别 宣说缘起法.md	
998b82fa-987f-4fda-af60-0b5731275042	[40]	done	10	73c03e1a-f333-11f0-808a-438f0af4b9e9	2026-08-14T15:50:30Z	vol_3/chinese/[1]缘起篇 - 部分（甲）/[1]缘起分别巴利圣典/[40] 四种食.md	
723888e2-dd37-446f-bca5-9b9442d0b3f2	[41]a	done	8	73c03e1a-f333-11f0-808a-438f0af4b9e9	2026-08-14T15:50:34Z	vol_3/chinese/[1]缘起篇 - 部分（甲）/[1]缘起分别巴利圣典/[41]a 非业生食.md	
2594f3b6-4bb5-4b54-8d99-5f975b553406	[41]b	done	5	73c03e1a-f333-11f0-808a-438f0af4b9e9	2026-08-14T15:50:38Z	vol_3/chinese/[1]缘起篇 - 部分（甲）/[1]缘起分别巴利圣典/[41]b 分四种宣说的缘由.md	
31a79b8f-0e54-4e07-af49-b5aa53f9e3b8	[42]	done	35	73c03e1a-f333-11f0-808a-438f0af4b9e9	2026-08-14T15:50:45Z	vol_3/chinese/[1]缘起篇 - 部分（甲）/[1]缘起分别巴利圣典/[42]补充说明.md	
b064407a-449c-4920-ae09-9534390bd8ae	[45]	done	26	73c03e1a-f333-11f0-808a-438f0af4b9e9	2026-08-14T15:50:50Z	vol_3/chinese/[1]缘起篇 - 部分（甲）/[1]缘起分别巴利圣典/[45] 食经.md	
29ffba73-420b-41a7-ae0a-ffbe00027b8a	[46]	done	24	73c03e1a-f333-11f0-808a-438f0af4b9e9	2026-08-14T15:50:55Z	vol_3/chinese/[1]缘起篇 - 部分（甲）/[1]缘起分别巴利圣典/[46] 简译摘要.md	
cb0f5060-10c7-4b22-8c02-536821f639d5	[47]	done	19	73c03e1a-f333-11f0-808a-438f0af4b9e9	2026-08-14T15:51:00Z	vol_3/chinese/[1]缘起篇 - 部分（甲）/[1]缘起分别巴利圣典/[47] 义注 - 复注的解释.md	
bd26c088-8113-4e97-8ee0-8b805d1f31fe	[48]	done	12	73c03e1a-f333-11f0-808a-438f0af4b9e9	2026-08-14T15:51:06Z	vol_3/chinese/[1]缘起篇 - 部分（甲）/[1]缘起分别巴利圣典/[48] 只宣说四种食的缘由.md	
